PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_EDAD|ESTU_TIPO_DOCUMENTO|ESTU_PAIS_RESIDE|ESTU_GENERO|ESTU_FECHA_NACIMIENTO|ESTU_ETNIA|ESTU_LIMITA_MOTRIZ|ESTU_LIMITA_CONDICIONESPECIAL|ESTU_LIMITA_SDOWN|ESTU_LIMITA_AUTISMO|COLE_COD_MCPIO_UBICACION|ESTU_RESIDE_MCPIO|ESTU_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|ESTU_ZONA_RESIDE|COLE_COD_DANE_INSTITUCION|COLE_COD_ICFES|COLE_NOMBRE_SEDE|COLE_JORNADA|COLE_GENERO|COLE_CARACTER|COLE_NATURALEZA|COLE_BILINGUE|COLE_CALENDARIO|COLE_AREA_UBICACION|COLE_DEPTO_UBICACION|COLE_MCPIO_UBICACION|ESTU_COD_RESIDE_DEPTO|ESTU_AREA_RESIDE|ESTU_PRIVADO_LIBERTAD|ESTU_ACTUALMENTE_ESTUDIA|ESTU_ANO_TERMINO_BACHILL|FAMI_CUARTOS_HOGAR|FAMI_ESTRATO_VIVIENDA|ESTU_GRADO_CURSA_ACTUALMENTE|ESTU_SE_GRADUO_BACHILLER|FAMI_INGRESO_FMILIAR_MENSUAL|ESTU_MES_TERMINO_BACHILL|FAMI_EDUCA_MADRE|FAMI_EDUCA_PADRE|ESTU_OCUPACION_ACTUAL|FAMI_OCUPA_MADRE|FAMI_OCUPA_PADRE|ESTU_OTRO_PLANTEL|ESTU_COD_OTRO_PAIS_PLANTEL|FAMI_PERSONAS_HOGAR|FAMI_PISOSHOGAR|ESTU_COD_PLANTEL|FAMI_NIVEL_SISBEN|FAMI_AUTOMOVIL|FAMI_COMPUTADOR|FAMI_DVD|FAMI_HORNO|FAMI_MICROONDAS|FAMI_INTERNET|FAMI_LAVADORA|FAMI_NEVERA|FAMI_TELEFONO_FIJO|FAMI_TELEFONO_CELULAR|FAMI_SERVICIO_TELEVISION|ESTU_VECES_ESTADO|ESTU_COD_DEPTO_PRESENTACION|ESTU_COD_MCPIO_PRESENTACION|ESTU_MCPIO_PRESENTACION|ESTU_DEPTO_PRESENTACION|DECIL_LECTURA_CRITICA|DECIL_MATEMATICAS|DECIL_C_NATURALES|DECIL_SOCIALES_CIUDADANAS|DESEMP_INGLES|DECIL_INGLES|DECIL_RAZONA_CUANT|DECIL_COMP_CIUDADANA
20142|PRESABER20142006935|ESTUDIANTE|16|TI|1|F|18/05/1998||||||05266|ENVIGADO|ANTIOQUIA|05266|10|305266000591|001834|COLEGIO TERESIANO|C|FEMENINO|ACADÉMICO|NO OFICIAL|N|A|U|ANTIOQUIA|ENVIGADO|5|U||||||10|||||||||||||COLEGIO TERESIANO                                           ||||||||||||||05|05266|ENVIGADO|ANTIOQUIA|D10|D10|D10|D08|B1|D10|D09|D09
20142|PRESABER20142006936|ESTUDIANTE|16|TI|1|M|02/07/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D09|D09|D09|D08|A1|D09|D08|D09
20142|PRESABER20142006937|ESTUDIANTE|17|TI|1|M|19/02/1997|100|||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311769001781|019331|COL ABRAHAM LINCOLN|C|MIXTO|ACADÉMICO|NO OFICIAL|S|B|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COL ABRAHAM LINCOLN                                                                                 ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D10|D10|D08|B1|D10|D10|D09
20142|PRESABER20142006938|ESTUDIANTE|16|TI|1|F|02/06/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D04|D03|D01|D03|A-|D04|D06|D04
20142|PRESABER20142006939|INDIVIDUAL|1|TI|1|M|08/08/2013|100||||||ARMENIA|QUINDIO|63001|10|||||||OTRO||||||63|U|N|9||2|4||N|6||9|9|2|3|3||1|3|4|5114|5|S|S|S|S|S|S|S|S|S|S|S|NINGUNA|63|63001|ARMENIA|QUINDIO|D05|D07|D01|D04|B1|D10|D07|D05
20142|PRESABER20142006940|ESTUDIANTE|16|TI|1|M|22/07/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D04|D03|D01|D05|A-|D03|D03|D05
20142|PRESABER20142006941|ESTUDIANTE|15|TI|1|F|06/12/1998||||||20710|SAN ALBERTO|CESAR|20710|10|120710012071|081588|INST. EDU. ANDRES BELLO|M|MIXTO|TÉCNICO/ACADÉMICO|OFICIAL|N|A|U|CESAR|SAN ALBERTO|20|U||||||10|||||||||||||INST. EDU. ANDRES BELLO||||||||||||||20|20710|SAN ALBERTO|CESAR|D01|D06|D03|D03|A-|D01|D06|D03
20142|PRESABER20142006942|ESTUDIANTE|15|TI|1|F|02/02/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D04|D07|D09|B1|D10|D07|D07
20142|PRESABER20142006943|ESTUDIANTE|15|TI|1|M|29/01/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D05|D03|D06|A1|D08|D07|D05
20142|PRESABER20142006944|ESTUDIANTE|16|TI|1|F|15/12/1997||||||11001|BOGOTÁ D.C.|BOGOTA|11001|6|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D10|D10|D10|B1|D10|D09|D09
20142|PRESABER20142006945|ESTUDIANTE|15|TI|1|F|24/11/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D05|D08|D05|A-|D02|D04|D05
20142|PRESABER20142006946|ESTUDIANTE|15|TI|1|M|24/11/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D08|D08|D08|A2|D10|D09|D07
20142|PRESABER20142006947|ESTUDIANTE|15|TI|1|M|07/12/1998||||||44001|RIOHACHA|LA GUAJIRA|44001|10|344001000391|040857|COLEGIO SARA DE LUQUE PANAFLET - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|LA GUAJIRA|RIOHACHA|44|U||||||10|||||||||||||COLEGIO SARA DE LUQUE PANAFLET||||||||||||||44|44001|RIOHACHA|LA GUAJIRA|D09|D07|D08|D08|A2|D10|D04|D09
20142|PRESABER20142006948|ESTUDIANTE|15|TI|1|M|15/05/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D03|D08|D09|D08|A1|D09|D10|D06
20142|PRESABER20142006949|ESTUDIANTE|16|TI|1|M|05/01/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|7|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D07|D09|D09|A2|D09|D06|D09
20142|PRESABER20142006950|ESTUDIANTE|15|TI|1|M|24/09/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D08|D09|D09|A1|D09|D09|D08
20142|PRESABER20142006951|ESTUDIANTE|16|TI|1|M|31/03/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D05|D04|D06|D02|A-|D05|D04|D03
20142|PRESABER20142006952|ESTUDIANTE|15|TI|1|M|04/12/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D08|D10|D10|A2|D10|D10|D10
20142|PRESABER20142006953|ESTUDIANTE|16|TI|1|M|12/04/1998||||||44001|RIOHACHA|LA GUAJIRA|44001|10|344001000391|040857|COLEGIO SARA DE LUQUE PANAFLET - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|LA GUAJIRA|RIOHACHA|44|U||||||10|||||||||||||COLEGIO SARA DE LUQUE PANAFLET||||||||||||||44|44001|RIOHACHA|LA GUAJIRA|D10|D10|D10|D04|B1|D10|D10|D04
20142|PRESABER20142006954|ESTUDIANTE|15|TI|1|F|11/11/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D09|D08|D06|D06|A2|D10|D10|D06
20142|PRESABER20142006955|ESTUDIANTE|15|TI|1|F|10/01/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D09|D07|D08|D08|A1|D09|D06|D07
20142|PRESABER20142006956|ESTUDIANTE|15|TI|1|M|10/11/1998|100|||||44001|RIOHACHA|LA GUAJIRA|44001|10|344001000391|040857|COLEGIO SARA DE LUQUE PANAFLET - SEDE PRINCIPAL|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|LA GUAJIRA|RIOHACHA|44|U||||||10|||||||||||||COLEGIO SARA DE LUQUE PANAFLET||||||||||||||44|44001|RIOHACHA|LA GUAJIRA|D09|D09|D10|D08|A1|D08|D07|D07
20142|PRESABER20142006957|ESTUDIANTE|15|TI|1|F|11/01/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|R||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D06|D08|D06|A1|D08|D07|D06
20142|PRESABER20142006958|ESTUDIANTE|16|TI|1|F|23/07/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D09|D05|D04|A1|D07|D10|D05
20142|PRESABER20142006959|ESTUDIANTE|16|TI|1|F|03/03/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D06|D07|D06|D02|A-|D03|D06|D03
20142|PRESABER20142006960|ESTUDIANTE|15|TI|1|M|26/08/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D03|D03|D07|D05|A-|D02|D01|D03
20142|PRESABER20142006961|ESTUDIANTE|15|TI|1|F|08/07/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|3|311001046760|158840|GIMN MODERNO SANTA MARGARITA|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN MODERNO SANTA MARGARITA                                                                        ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D06|D06|D07|D06|A1|D08|D06|D06
20142|PRESABER20142006962|ESTUDIANTE|16|TI|1|F|27/03/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|8|311001019061|039784|COL COOP DE LOS ALAMOS|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COL COOP DE LOS ALAMOS                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D05|D04|D06|D04|A1|D09|D03|D04
20142|PRESABER20142006963|INDIVIDUAL|16|TI|1|F|15/08/1998|||||||PUERTO TRIUNFO|ANTIOQUIA|05591|10|||||||OTRO||||||5|R|N|5||3|1||N|2||4|2|2|10|7||1|5|3|5056|1|N|N|N|N|N|N|N|S|N|S|S|NINGUNA|05|05591|PUERTO TRIUNFO|ANTIOQUIA|D03|D06|D03|D02|A-|D01|D07|D03
20142|PRESABER20142006964|ESTUDIANTE|18|CC|1|F|05/01/1996|100|||||11001|BOGOTÁ D.C.|BOGOTA|11001|10|311848000278|025130|GIMN VERMONT|C|MIXTO|ACADÉMICO|NO OFICIAL|S|B|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN VERMONT                                                                                        ||||||||||||||25|25899|ZIPAQUIRA|CUNDINAMARCA|D08|D08|D07|D07|B1|D10|D04|D07
20142|PRESABER20142006965|ESTUDIANTE|17|TI|1|F|09/09/1997|100|||||11001|BOGOTÁ D.C.|BOGOTA|11001|10|311848000278|025130|GIMN VERMONT|C|MIXTO|ACADÉMICO|NO OFICIAL|S|B|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN VERMONT                                                                                        ||||||||||||||25|25899|ZIPAQUIRA|CUNDINAMARCA|D10|D09|D10|D10|B1|D10|D07|D10
20142|PRESABER20142006966|ESTUDIANTE|15|TI|1|F|19/12/1998|06|||||17614|RIOSUCIO|CALDAS|17614|10|217614000928|071530|INSTITUCION EDUCATIVA LA IBERIA - SEDE PRINCIPAL|M|MIXTO|TÉCNICO|OFICIAL|N|A|R|CALDAS|RIOSUCIO|17|R||||||10|||||||||||||INSTITUCIONEDUCATIVA LA IBERIA||||||||||||||17|17614|RIOSUCIO|CALDAS|D08|D08|D09|D10|A1|D06|D10|D08
20142|PRESABER20142006967|INDIVIDUAL|15|TI|1|M|30/01/1999|||||||ZIPAQUIRA|CUNDINAMARCA|25899|10|||||||OTRO||||||25|U|N|4||4|4||N|5||9|5|2|5|9|LICEO CATEDRAL HIGH SCHOOL|1|7|4||5|S|S|S|S|S|S|S|S|S|S|S|NINGUNA|25|25899|ZIPAQUIRA|CUNDINAMARCA|D07|D05|D05|D05|A1|D08|D07|D05
20142|PRESABER20142006968|ESTUDIANTE|16|TI|1|F|12/05/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|4|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D04|D06|D08|D04|A1|D08|D06|D03
20142|PRESABER20142006969|ESTUDIANTE|17|TI|1|M|09/07/1997||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D03|D08|D06|A2|D10|D04|D05
20142|PRESABER20142006970|ESTUDIANTE|16|TI|1|M|18/07/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D10|D08|D05|A1|D09|D09|D04
20142|PRESABER20142006971|ESTUDIANTE|16|TI|1|M|23/10/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D04|D02|D02|A1|D08|D05|D02
20142|PRESABER20142006972|ESTUDIANTE|15|TI|1|F|06/01/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|8|311001019061|039784|COL COOP DE LOS ALAMOS|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COL COOP DE LOS ALAMOS                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D05|D06|D07|D06|A2|D09|D06|D05
20142|PRESABER20142006973|ESTUDIANTE|16|TI|1|M|04/10/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D09|D09|D10|A2|D10|D09|D10
20142|PRESABER20142006974|ESTUDIANTE|16|TI|1|F|26/11/1997||||||11001|BOGOTÁ D.C.|BOGOTA|11001|6|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D07|D04|D09|D08|A1|D06|D05|D09
20142|PRESABER20142006975|ESTUDIANTE|16|TI|1|M|31/08/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D04|D07|D08|A1|D09|D05|D07
20142|PRESABER20142006976|ESTUDIANTE|15|TI|1|F|23/02/1999||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D10|D10|D10|B1|D10|D10|D10
20142|PRESABER20142006977|ESTUDIANTE|16|TI|1|F|18/09/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|8|311001019061|039784|COL COOP DE LOS ALAMOS|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COL COOP DE LOS ALAMOS                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D02|D05|D07|D04|A1|D08|D06|D03
20142|PRESABER20142006978|ESTUDIANTE|17|TI|1|M|20/10/1997||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D08|D09|D07|A2|D10|D07|D07
20142|PRESABER20142006979|ESTUDIANTE|16|TI|1|M|26/07/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D07|D10|D10|B1|D10|D07|D10
20142|PRESABER20142006980|ESTUDIANTE|15|TI|1|F|07/12/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D09|D07|D07|A2|D10|D06|D07
20142|PRESABER20142006981|ESTUDIANTE|17|TI|1|F|27/05/1997||||||11001|BOGOTÁ D.C.|BOGOTA|11001|8|311001019061|039784|COL COOP DE LOS ALAMOS|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||COL COOP DE LOS ALAMOS                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D06|D08|D07|A2|D10|D06|D07
20142|PRESABER20142006982|ESTUDIANTE|15|TI|1|M|30/11/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D04|D02|D07|D05|A1|D09|D04|D03
20142|PRESABER20142006983|ESTUDIANTE|16|TI|1|M|26/05/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D10|D10|D10|B1|D10|D10|D09
20142|PRESABER20142006984|ESTUDIANTE|16|TI|1|M|18/04/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311001078734|085357|INST TEC COLOMBO SUECO|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||INST TEC COLOMBO SUECO                                                                              ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D03|D05|D03|D04|A-|D04|D07|D05
20142|PRESABER20142006985|ESTUDIANTE|16|TI|1|F|25/06/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D08|D10|D09|D08|A2|D10|D09|D09
20142|PRESABER20142006986|ESTUDIANTE|16|TI|1|F|21/10/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D10|D09|D08|D08|A1|D09|D08|D09
20142|PRESABER20142006987|ESTUDIANTE|16|TI|1|F|28/04/1998||||||11001|BOGOTÁ D.C.|BOGOTA|11001|1|311848001118|020198|GIMN LOS ANDES|C|MIXTO|ACADÉMICO|NO OFICIAL|N|A|U|BOGOTA|BOGOTÁ D.C.|11|U||||||10|||||||||||||GIMN LOS ANDES                                                                                      ||||||||||||||11|11001|BOGOTÁ D.C.|BOGOTA|D09|D09|D10|D08|B1|D10|D08|D07
20142|PRESABER20142006988|INDIVIDUAL|15|TI|1|M|09/03/1999|||||||BUGALAGRANDE|VALLE|76113|10|||||||OTRO||||||76|R|N|4||2|2||N|3||9|9|2|5|5||1|3|4|10355|2|N|S|S|N|N|S|S|S|N|S|S|NINGUNA|76|76834|TULUA|VALLE|D08|D09|D08|D10|A1|D08|D10|D10
